sit_uid	sit_name	reg_code	sum	count_per_1000m	date	year	week	day_of_year	length_of_transect	lat	lon	site_category	county	corine_1
1068	Älleköpinge slinga	SGot	1	0.585531324453388	2017/08/08	2017	32	220	1707.85055937619	6198516.57626713	451447.278261992	True	Skåne län	12.0
1069	Betesmark öster om Dalby, transekter	SGot	1	1.02805206195231	2017/07/08	2017	27	189	972.713383893192	6169668.60031873	398015.991924706	True	Skåne län	18.0
1085	Kaninlandet	SGot	1	0.786424544876373	2021/06/05	2021	22	156	1271.57780935894	6171198.68930745	400066.179417732	True	Skåne län	12.0
1098	Medevi	OGot	2	0.5028500621329	2019/06/23	2019	25	174	3977.32873198177	6504298.91237061	497219.422926074	True	Östergötlands län	25.0
1098	Medevi	OGot	1	0.25142503106645	2020/06/01	2020	23	153	3977.32873198177	6504298.91237061	497219.422926074	True	Östergötlands län	25.0
1098	Medevi	OGot	1	0.25142503106645	2022/07/19	2022	29	200	3977.32873198177	6504298.91237061	497219.422926074	True	Östergötlands län	25.0
1098	Medevi	OGot	1	0.25142503106645	2023/06/20	2023	25	171	3977.32873198177	6504298.91237061	497219.422926074	True	Östergötlands län	25.0
1098	Medevi	OGot	1	0.25142503106645	2023/06/25	2023	25	176	3977.32873198177	6504298.91237061	497219.422926074	True	Östergötlands län	25.0
1102	Ignaberga flygplats slinga 1	SGot	1	0.549044829571318	2009/06/26	2009	26	177	1821.34489961553	6221631.69221138	430495.573310389	True	Skåne län	12.0
2648	Loppängarna, Muskö	OSve	2	1.06776727832516	2019/07/22	2019	30	203	1873.06732524815	6542902.97424501	679083.141559514	True	Stockholms län	12.0
2683	Sundsbron Lelångebanan	VGotSve	6	2.29350658559551	2019/05/19	2019	20	139	2616.08143516279	6489189.68027748	324848.864468882	True	Västra Götalands län	24.0
2683	Sundsbron Lelångebanan	VGotSve	8	3.05800878079401	2019/06/10	2019	24	161	2616.08143516279	6489189.68027748	324848.864468882	True	Västra Götalands län	24.0
2683	Sundsbron Lelångebanan	VGotSve	11	4.20476207359177	2019/06/30	2019	26	181	2616.08143516279	6489189.68027748	324848.864468882	True	Västra Götalands län	24.0
2683	Sundsbron Lelångebanan	VGotSve	10	3.82251097599251	2019/07/17	2019	29	198	2616.08143516279	6489189.68027748	324848.864468882	True	Västra Götalands län	24.0
2707	Berthåga kyrkogård	OSve	1	0.483871107995489	2019/06/30	2019	26	181	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	11	5.32258218795038	2020/06/14	2020	24	166	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	2	0.967742215990979	2020/06/27	2020	26	179	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	1	0.483871107995489	2021/07/12	2021	28	193	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	2	0.967742215990979	2022/06/30	2022	26	181	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	21	10.1612932679053	2023/06/17	2023	24	168	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	2	0.967742215990979	2023/07/17	2023	29	198	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	3	1.45161332398647	2024/06/21	2024	25	173	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2707	Berthåga kyrkogård	OSve	1	0.483871107995489	2024/07/16	2024	29	198	2066.66606762833	6638460.45070111	644223.752555142	True	Uppsala län	11.0
2711	Böneruds fornåkrar	OSve	2	1.80000400677512	2019/07/25	2019	30	206	1111.10863779864	6555548.28638879	536523.199551561	True	Örebro län	29.0
2712	Derbol	OSve	2	1.06931474836203	2022/06/17	2022	24	168	1870.35669625206	6556141.23835591	539017.245155311	True	Örebro län	21.0
2740	Svensvik, Åbyfjorden	VGotSve	1	1.31305472545962	2025/07/29	2025	31	210	761.582880446936	6477526.38669582	289546.574323284	True	Västra Götalands län	32.0
2758	Soldatängen Motala	OGot	1	0.94207320411619	2020/07/09	2020	28	191	1061.48863552292	6491709.63321639	503974.307523033	True	Östergötlands län	23.0
2758	Soldatängen Motala	OGot	1	0.94207320411619	2023/06/26	2023	26	177	1061.48863552292	6491709.63321639	503974.307523033	True	Östergötlands län	23.0
2768	Kocktorp 2, Ängsö	OSve	3	1.44268819943991	2017/06/18	2017	24	169	2079.45140271105	6601844.93068236	606178.165430919	True	Västmanlands län	29.0
2768	Kocktorp 2, Ängsö	OSve	1	0.480896066479969	2017/07/15	2017	28	196	2079.45140271105	6601844.93068236	606178.165430919	True	Västmanlands län	29.0
2768	Kocktorp 2, Ängsö	OSve	1	0.480896066479969	2018/07/10	2018	28	191	2079.45140271105	6601844.93068236	606178.165430919	True	Västmanlands län	29.0
2799	Edeby naturreservat	VGotSve	1	0.984252431054244	2022/06/21	2022	25	172	1015.9995225299	6617504.15386762	414893.103604438	True	Värmlands län	25.0
2801	Prästgårdsön, Pannkakan	VGotSve	1	0.925534787195657	2018/06/05	2018	23	156	1080.45641701915	6608004.5379006	415888.099757385	True	Värmlands län	29.0
2801	Prästgårdsön, Pannkakan	VGotSve	1	0.925534787195657	2019/06/22	2019	25	173	1080.45641701915	6608004.5379006	415888.099757385	True	Värmlands län	29.0
2803	Gårdsviksmossen	VGotSve	1	1.10150259677994	2023/06/12	2023	24	163	907.850787572662	6589139.48226155	378238.892267068	True	Värmlands län	12.0
2804	Lafallhöjden	VGotSve	2	2.29438688031746	2017/06/27	2017	26	178	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2804	Lafallhöjden	VGotSve	4	4.58877376063493	2018/06/28	2018	26	179	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2804	Lafallhöjden	VGotSve	3	3.4415803204762	2020/06/24	2020	26	176	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2804	Lafallhöjden	VGotSve	2	2.29438688031746	2021/06/15	2021	24	166	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2804	Lafallhöjden	VGotSve	2	2.29438688031746	2021/06/24	2021	25	175	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2804	Lafallhöjden	VGotSve	3	3.4415803204762	2023/06/12	2023	24	163	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2804	Lafallhöjden	VGotSve	1	1.14719344015873	2024/06/20	2024	25	172	871.692571622127	6646096.63450701	365544.605252439	True	Värmlands län	24.0
2805	Genbäcken	VGotSve	6	8.66201875975546	2017/06/28	2017	26	179	692.679174036953	6613433.20849464	419271.619016137	True	Värmlands län	24.0
2805	Genbäcken	VGotSve	3	4.33100937987773	2022/06/21	2022	25	172	692.679174036953	6613433.20849464	419271.619016137	True	Värmlands län	24.0
2805	Genbäcken	VGotSve	3	4.33100937987773	2023/06/16	2023	24	167	692.679174036953	6613433.20849464	419271.619016137	True	Värmlands län	24.0
2819	Åsa gravfält	OSve	1	0.3979876935049	2022/07/13	2022	28	194	2512.64050703037	6585535.80467154	624248.808444164	True	Södermanlands län	12.0
2859	Pelarbo slinga	OGot	1	0.468822119636116	2018/06/08	2018	23	159	2133.00515934736	6452407.01135334	487040.737578474	True	Östergötlands län	24.0
2859	Pelarbo slinga	OGot	2	0.937644239272232	2018/07/01	2018	26	182	2133.00515934736	6452407.01135334	487040.737578474	True	Östergötlands län	24.0
2859	Pelarbo slinga	OGot	1	0.468822119636116	2019/06/14	2019	24	165	2133.00515934736	6452407.01135334	487040.737578474	True	Östergötlands län	24.0
2859	Pelarbo slinga	OGot	1	0.468822119636116	2020/07/18	2020	29	200	2133.00515934736	6452407.01135334	487040.737578474	True	Östergötlands län	24.0
2884	Dösjebro-ån-gamla tippen	SGot	1	0.314995306920925	2021/07/15	2021	28	196	3174.65047265303	6188127.45185154	376050.275533986	True	Skåne län	2.0
2884	Dösjebro-ån-gamla tippen	SGot	1	0.314995306920925	2021/08/21	2021	33	233	3174.65047265303	6188127.45185154	376050.275533986	True	Skåne län	2.0
2885	Dyestad	OGot	2	0.89042396606322	2020/07/02	2020	27	184	2246.1210347274	6287309.54786221	600794.789530164	True	Kalmar län	23.0
2885	Dyestad	OGot	6	2.67127189818966	2020/07/21	2020	30	203	2246.1210347274	6287309.54786221	600794.789530164	True	Kalmar län	23.0
2885	Dyestad	OGot	1	0.44521198303161	2020/08/10	2020	33	223	2246.1210347274	6287309.54786221	600794.789530164	True	Kalmar län	23.0
2890	Simängsvägen	OSve	1	1.10421933515587	2024/07/12	2024	28	194	905.617179632922	6582335.37462177	517504.329256932	True	Örebro län	24.0
2908	Kleva strand	OGot	1	0.490139973510149	2021/06/14	2021	24	165	2040.23351296667	6267636.07816905	585701.926178237	True	Kalmar län	12.0
2908	Kleva strand	OGot	1	0.490139973510149	2021/07/18	2021	28	199	2040.23351296667	6267636.07816905	585701.926178237	True	Kalmar län	12.0
2908	Kleva strand	OGot	1	0.490139973510149	2022/07/20	2022	29	201	2040.23351296667	6267636.07816905	585701.926178237	True	Kalmar län	12.0
2908	Kleva strand	OGot	1	0.490139973510149	2024/07/20	2024	29	202	2040.23351296667	6267636.07816905	585701.926178237	True	Kalmar län	12.0
2911	Styggtjärn	NSveSNor	3	0.839277303315117	2020/06/28	2020	26	180	3574.50390729036	6668724.25025239	502767.661666387	True	Dalarnas län	24.0
2911	Styggtjärn	NSveSNor	1	0.279759101105039	2021/06/02	2021	22	153	3574.50390729036	6668724.25025239	502767.661666387	True	Dalarnas län	24.0
2911	Styggtjärn	NSveSNor	1	0.279759101105039	2022/07/07	2022	27	188	3574.50390729036	6668724.25025239	502767.661666387	True	Dalarnas län	24.0
2911	Styggtjärn	NSveSNor	1	0.279759101105039	2024/06/04	2024	23	156	3574.50390729036	6668724.25025239	502767.661666387	True	Dalarnas län	24.0
2924	Knösen, slinga	SGot	1	0.480431835282848	2023/06/20	2023	25	171	2081.46073294927	6145198.56081624	364811.443379511	True	Skåne län	12.0
2949	Klammersbäck transekter	SGot	1	0.998998340212966	2010/07/04	2010	26	185	1001.00266411536	6174073.32122708	448116.447186567	True	Skåne län	18.0
2949	Klammersbäck transekter	SGot	1	0.998998340212966	2010/07/16	2010	28	197	1001.00266411536	6174073.32122708	448116.447186567	True	Skåne län	18.0
2956	Kung Björns hög - Högbyhatt	OSve	3	1.04908888013259	2022/07/09	2022	27	190	2859.62424806262	6635224.02870524	644383.125704021	True	Uppsala län	24.0
2956	Kung Björns hög - Högbyhatt	OSve	1	0.349696293377529	2025/07/19	2025	29	200	2859.62424806262	6635224.02870524	644383.125704021	True	Uppsala län	24.0
3115	Norrskog	OGot	6	3.12247162241423	2023/06/23	2023	25	174	1921.55469306105	6351257.20327428	496570.642046297	True	Jönköpings län	24.0
3136	Gilsåsen	OSve	2	0.993839790346468	2021/06/15	2021	24	166	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3136	Gilsåsen	OSve	2	0.993839790346468	2021/06/24	2021	25	175	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3136	Gilsåsen	OSve	6	2.9815193710394	2022/06/25	2022	25	176	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3136	Gilsåsen	OSve	1	0.496919895173234	2022/07/14	2022	28	195	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3136	Gilsåsen	OSve	6	2.9815193710394	2023/06/10	2023	23	161	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3136	Gilsåsen	OSve	10	4.96919895173234	2023/06/25	2023	25	176	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3136	Gilsåsen	OSve	4	1.98767958069294	2024/06/25	2024	26	177	2012.39678610852	6575808.33782405	490393.97765745	True	Örebro län	24.0
3137	Lövnäset, Frösvidal	OSve	5	2.23325948869806	2023/06/12	2023	24	163	2238.87999818368	6581232.60627629	498258.414606896	True	Örebro län	24.0
3137	Lövnäset, Frösvidal	OSve	2	0.893303795479225	2023/06/29	2023	26	180	2238.87999818368	6581232.60627629	498258.414606896	True	Örebro län	24.0
3137	Lövnäset, Frösvidal	OSve	4	1.78660759095845	2024/06/19	2024	25	171	2238.87999818368	6581232.60627629	498258.414606896	True	Örebro län	24.0
3137	Lövnäset, Frösvidal	OSve	1	0.446651897739612	2024/07/11	2024	28	193	2238.87999818368	6581232.60627629	498258.414606896	True	Örebro län	24.0
3137	Lövnäset, Frösvidal	OSve	3	1.33995569321884	2025/07/16	2025	29	197	2238.87999818368	6581232.60627629	498258.414606896	True	Örebro län	24.0
3196	Stadsnära lantgård, Lidköping	VGotSve	4	4.68691632378546	2023/06/14	2023	24	165	853.43960157781	6486052.81569435	389811.430766084	True	Västra Götalands län	12.0
3196	Stadsnära lantgård, Lidköping	VGotSve	3	3.5151872428391	2023/06/22	2023	25	173	853.43960157781	6486052.81569435	389811.430766084	True	Västra Götalands län	12.0
3226	Sötåsens naturbruksskola	VGotSve	2	1.10023857129244	2018/06/09	2018	23	160	1817.78757097256	6504873.42154947	449724.076205868	True	Västra Götalands län	24.0
3244	Fensbol, Petteråsen	VGotSve	2	2.48088806444052	2021/06/11	2021	23	162	806.162933615078	6678374.92717915	390289.362853416	True	Värmlands län	12.0
3244	Fensbol, Petteråsen	VGotSve	2	2.48088806444052	2024/06/23	2024	25	175	806.162933615078	6678374.92717915	390289.362853416	True	Värmlands län	12.0
3278	Dalby fälad no 5	SGot	1	0.563550603415756	2023/06/14	2023	24	165	1774.4635422957	6171012.42521251	398402.169686069	True	Skåne län	18.0
3278	Dalby fälad no 5	SGot	1	0.563550603415756	2023/06/25	2023	25	176	1774.4635422957	6171012.42521251	398402.169686069	True	Skåne län	18.0
3285	Moen	OGot	1	0.443011130669798	2022/07/17	2022	28	198	2257.27962746236	6286910.24422371	455559.738118169	True	Kronobergs län	24.0
3286	Fagerhults naturreservat	OGot	1	0.527455535637522	2022/06/27	2022	26	178	1895.89440708272	6289661.95456203	453510.20442196	True	Kronobergs län	23.0
3575	Nybrofältet	SGot	1	0.747538121711034	2023/06/25	2023	25	176	1337.724419607	6144503.47831474	432362.917345749	True	Skåne län	18.0
3575	Nybrofältet	SGot	1	0.747538121711034	2025/06/22	2025	25	173	1337.724419607	6144503.47831474	432362.917345749	True	Skåne län	18.0
3575	Nybrofältet	SGot	2	1.49507624342207	2025/06/26	2025	26	177	1337.724419607	6144503.47831474	432362.917345749	True	Skåne län	18.0
3617	Vårdsätra skog	OSve	2	0.755109131574257	2024/06/06	2024	23	158	2648.62377684453	6631751.35375597	647311.82213123	True	Uppsala län	23.0
3765	Strömsmarkssätern	VGotSve	1	0.759831347127954	2025/07/11	2025	28	192	1316.08152753877	6625193.37668352	331049.364088004	True	Värmlands län	24.0
3769	Grunneröd	VGotSve	2	1.93918843645185	2023/06/11	2023	23	162	1031.35928536136	6436164.92473493	330310.44280691	True	Västra Götalands län	24.0
3789	Uddevik	VGotSve	1	0.284143573890897	2023/06/03	2023	22	154	3519.34758300735	6596981.93319017	426964.988296604	True	Värmlands län	24.0
3789	Uddevik	VGotSve	5	1.42071786945449	2024/06/15	2024	24	167	3519.34758300735	6596981.93319017	426964.988296604	True	Värmlands län	24.0
3789	Uddevik	VGotSve	1	0.284143573890897	2024/07/08	2024	28	190	3519.34758300735	6596981.93319017	426964.988296604	True	Värmlands län	24.0
3789	Uddevik	VGotSve	6	1.70486144334538	2025/07/09	2025	28	190	3519.34758300735	6596981.93319017	426964.988296604	True	Värmlands län	24.0
3893	Granbacken, Berg	OSve	3	3.68928804720147	2023/06/15	2023	24	166	813.165023066081	6646820.19053464	571221.260037573	True	Västmanlands län	12.0
3893	Granbacken, Berg	OSve	1	1.22976268240049	2023/06/28	2023	26	179	813.165023066081	6646820.19053464	571221.260037573	True	Västmanlands län	12.0
3893	Granbacken, Berg	OSve	1	1.22976268240049	2023/08/23	2023	34	235	813.165023066081	6646820.19053464	571221.260037573	True	Västmanlands län	12.0
3893	Granbacken, Berg	OSve	1	1.22976268240049	2024/06/11	2024	24	163	813.165023066081	6646820.19053464	571221.260037573	True	Västmanlands län	12.0
3893	Granbacken, Berg	OSve	1	1.22976268240049	2024/07/22	2024	30	204	813.165023066081	6646820.19053464	571221.260037573	True	Västmanlands län	12.0
3894	Cronberget-Vallvägen, Berg	OSve	1	0.61095368956986	2023/06/29	2023	26	180	1636.7852704254	6648109.27808492	570929.631420633	True	Västmanlands län	24.0
3918	naturum Stenshuvud, fjärilsslinga	SGot	4	3.09670470861764	2025/06/24	2025	26	175	1291.69564952985	6168018.62131051	454195.245733927	True	Skåne län	23.0
3946	Kumlan	SGot	1	0.682196976129727	2025/07/10	2025	28	191	1465.85229045319	6180132.00302885	445566.050308094	True	Skåne län	18.0
3950	Rinkaby skjutfält	SGot	1	0.774270049410838	2024/07/08	2024	28	190	1291.53904475696	6202141.24282574	457465.435476975	True	Skåne län	18.0
4071	Ishult slinga	NSveSNor	3	9.34830526697959	2024/06/16	2024	24	168	320.913782158645	6371113.68631472	576162.612926081	True	Kalmar län	24.0
4201	Vitemölla	SGot	2	0.174310788435525	2024/07/15	2024	29	197	11473.7591284533	6173930.96114514	449799.374746218	True	Skåne län	18.0
4201	Vitemölla	SGot	4	0.348621576871051	2025/07/07	2025	28	188	11473.7591284533	6173930.96114514	449799.374746218	True	Skåne län	18.0
4262	Pommerndalen	OSve	2	1.40458684554067	2025/06/30	2025	27	181	1423.90625851984	6593090.26867472	665160.221214938	True	Stockholms län	24.0
